rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
6106,3449540,K04982.01,,CANDIDATE,CANDIDATE,1.606003041,3.60E-08,-3.60E-08,0,,,68.83,2.63E+01,-6.08E+00,0.0269,,,83.65,,,1675,,,6420,170,-203,0.941,0.36,-0.083,1.002,0.11,-0.119
6110,3540873,K04986.01,,CANDIDATE,CANDIDATE,444.04257,2.84E-02,-2.84E-02,0,,,1.48,4.70E-01,-8.00E-02,1.0603,,,89.95,,,211,,,5776,167,-149,0.726,0.228,-0.042,0.807,0.081,-0.076
6112,3542928,K04988.01,,CANDIDATE,CANDIDATE,484.172005,8.31E-03,-8.31E-03,0,,,2.38,1.10E+00,-2.30E-01,1.2567,,,89.95,,,235,,,5858,168,-218,1.04,0.483,-0.101,1.126,0.21,-0.156
6115,3548645,K04991.01,,CANDIDATE,CANDIDATE,211.330867,7.47E-03,-7.47E-03,0,,,2.09,7.00E-01,-1.80E-01,0.6948,,,89.95,,,300,,,5941,172,-213,0.911,0.303,-0.08,1.001,0.095,-0.126
6116,3553900,K04992.01,,CANDIDATE,CANDIDATE,12.5746152,1.28E-04,-1.28E-04,0,,,1.46,5.50E-01,-1.00E-01,0.0994,,,88.81,,,688,,,5627,179,-139,0.763,0.291,-0.052,0.828,0.105,-0.076
6123,3646449,K04999.01,,CANDIDATE,CANDIDATE,65.751633,1.96E-03,-1.96E-03,0,,,1.84,6.70E-01,-1.60E-01,0.3175,,,89.95,,,455,,,6088,159,-195,0.913,0.334,-0.081,0.988,0.1,-0.125
6128,3751118,K05004.01,,CANDIDATE,CANDIDATE,103.363691,2.27E-03,-2.27E-03,0,,,2,9.50E-01,-1.80E-01,0.4454,,,89.95,,,385,,,5762,155,-186,1.022,0.484,-0.092,1.103,0.208,-0.14
6131,3758499,K05007.01,,CANDIDATE,CANDIDATE,14.5169379,2.77E-04,-2.77E-04,0,,,1.85,6.40E-01,-7.30E-01,0.1218,,,89.95,,,1030,,,5934,180,-181,1.885,0.655,-0.741,1.141,0.283,-0.208
6142,3854101,K05018.01,,CANDIDATE,CANDIDATE,293.5052772,7.31E-04,-7.31E-04,0,,,111.56,4.38E+01,-7.71E+00,0.8556,,,89.95,,,245,,,5561,172,-168,0.854,0.335,-0.059,0.968,0.074,-0.094
6145,3863877,K05021.01,,CANDIDATE,CANDIDATE,288.07937,3.76E-03,-3.76E-03,0,,,3.01,1.24E+00,-2.30E-01,0.8775,,,89.95,,,269,,,5825,152,-209,0.965,0.4,-0.073,1.083,0.169,-0.133
6147,3867593,K05023.01,,CANDIDATE,CANDIDATE,73.3378513,1.02E-04,-1.02E-04,0,,,93.7,6.27E+01,-1.50E+01,0.3799,,,89.38,,,620,,,7216,248,-320,1.44,0.964,-0.231,1.361,0.314,-0.25
6151,3955444,K05027.01,,CANDIDATE,CANDIDATE,62.312419,1.25E-03,-1.25E-03,0,,,6.15,2.65E+00,-2.77E+00,0.3886,,,89.95,,,838,,,4999,112,-177,5.615,2.423,-2.532,2.012,0.325,-0.928
6154,3968809,K05030.01,,CANDIDATE,CANDIDATE,411.8969,1.43E-02,-1.43E-02,0,,,2.61,1.30E+00,-3.00E-01,1.1588,,,89.95,,,279,,,6362,154,-247,1.144,0.569,-0.135,1.221,0.229,-0.217
6157,3974928,K05033.01,,CANDIDATE,CANDIDATE,127.671711,2.19E-03,-2.19E-03,0,,,5.52,4.12E+00,-1.26E+00,0.473,,,89.95,,,519,,,4985,118,-111,2.633,1.961,-0.603,0.865,0.253,-0.072
6158,4058169,K05034.01,,CANDIDATE,CANDIDATE,282.5363177,1.45E-04,-1.45E-04,0,,,113.93,5.83E+01,-2.72E+01,0.8664,,,89.38,,,360,,,6401,182,-252,1.41,0.722,-0.336,1.084,0.277,-0.14
6164,4135912,K05040.01,,CANDIDATE,CANDIDATE,29.609386,3.41E-04,-3.41E-04,0,,,1.5,6.50E-01,-1.50E-01,0.1886,,,89.95,,,648,,,6316,165,-203,1.021,0.442,-0.106,1.016,0.168,-0.116
6170,4164511,K05046.01,,CANDIDATE,CANDIDATE,40.9882124,6.80E-04,-6.80E-04,0,,,1.44,5.70E-01,-1.90E-01,0.2381,,,89.95,,,657,,,6705,159,-217,1.174,0.462,-0.159,1.068,0.168,-0.116
6171,4179201,K05047.01,,CANDIDATE,CANDIDATE,326.70552,1.31E-02,-1.31E-02,0,,,2.83,1.06E+00,-5.60E-01,0.8585,,,89.95,,,287,,,6036,187,-169,0.998,0.377,-0.195,0.789,0.112,-0.041
6172,4241238,K05048.01,,CANDIDATE,CANDIDATE,138.333748,1.69E-03,-1.69E-03,0,,,6.28,4.32E+00,-1.18E+00,0.5087,,,89.95,,,488,,,4948,126,-101,2.547,1.753,-0.48,0.916,0.324,-0.053
6176,4253860,K05052.01,,CANDIDATE,CANDIDATE,155.045322,1.33E-03,-1.33E-03,0,,,24518.8,8.23E+03,-7.93E+03,0.694,,,72.77,,,605,,,6910,190,-266,2.737,0.919,-0.885,1.851,0.265,-0.361
6181,4346339,K05057.01,,CANDIDATE,CANDIDATE,493.74242,1.04E-02,-1.04E-02,0,,,7.15,4.37E+00,-1.55E+00,1.2355,,,89.95,,,358,,,5015,116,-115,3.243,1.984,-0.705,1.031,0.348,-0.128
6182,4365461,K05058.01,,CANDIDATE,CANDIDATE,1.714415022,2.40E-08,-2.40E-08,0,,,131.63,6.86E+01,-3.92E+01,0.0304,,,67.61,,,2049,,,6351,155,-211,1.626,0.847,-0.484,1.274,0.268,-0.252
6183,4366923,K05059.01,,CANDIDATE,CANDIDATE,646.2881684,7.25E-05,-7.25E-05,0,,,29.48,1.17E+01,-4.80E+00,1.4652,,,89.95,,,258,,,6484,164,-204,1.193,0.473,-0.194,1.003,0.165,-0.11
6191,4478142,K05067.01,,CANDIDATE,CANDIDATE,219.921439,4.27E-03,-4.27E-03,0,,,2.51,1.06E+00,-2.50E-01,0.6798,,,89.95,,,282,,,5680,163,-139,0.864,0.366,-0.086,0.864,0.113,-0.073
6192,4484179,K05068.01,,CANDIDATE,CANDIDATE,385.29212,1.48E-02,-1.48E-02,0,,,1.57,5.20E-01,-2.30E-01,1.007,,,89.95,,,290,,,6440,171,-194,1.053,0.347,-0.156,0.916,0.119,-0.089
6195,4566848,K05071.01,,CANDIDATE,CANDIDATE,180.4117913,7.93E-04,-7.93E-04,0,,,8.3,2.97E+00,-7.70E-01,0.6365,,,89.95,,,329,,,6032,167,-218,0.973,0.348,-0.091,1.055,0.153,-0.132
6201,4732015,K05076.02,,CANDIDATE,CANDIDATE,0.939740093,4.11E-06,-4.11E-06,0,,,41.85,9.90E+00,-9.90E+00,0.0231832,6.76E-08,-6.76E-08,90,2.30E+03,-2.30E+03,7203,1418,-1418,4297,123,-123,33.474,13.042,-13.042,,,
6204,4737848,K05079.01,,CANDIDATE,CANDIDATE,56.001782,6.04E-04,-6.04E-04,0,,,1.54,7.00E-01,-3.60E-01,0.2842,,,89.95,,,584,,,6116,165,-177,1.332,0.61,-0.31,0.974,0.192,-0.113
6208,4750962,K05083.01,,CANDIDATE,CANDIDATE,69.932459,1.10E-03,-1.10E-03,0,,,8.25,6.30E-01,-1.95E+00,0.415,,,89.95,,,812,,,5207,174,-233,5.183,0.395,-1.227,1.946,0.218,-0.804
6209,4760478,K05084.01,,CANDIDATE,CANDIDATE,287.378949,2.98E-03,-2.98E-03,0,,,5.4,2.36E+00,-5.10E-01,0.811,,,89.95,,,253,,,5645,195,-162,0.838,0.366,-0.079,0.861,0.114,-0.076
6210,4761427,K05085.01,,CANDIDATE,CANDIDATE,327.063,1.67E-02,-1.67E-02,0,,,2.82,1.06E+00,-2.20E-01,0.9231,,,89.95,,,248,,,5750,166,-177,0.882,0.331,-0.068,0.98,0.095,-0.11
6211,4769799,K05086.01,,CANDIDATE,CANDIDATE,21.92871153,2.07E-05,-2.07E-05,0,,,120.99,8.34E+01,-2.20E+01,0.1469,,,84.22,,,937,,,5078,123,-105,2.572,1.772,-0.468,0.878,0.325,-0.044
6212,4770798,K05087.01,,CANDIDATE,CANDIDATE,651.07431,1.58E-02,-1.58E-02,0,,,1.55,5.90E-01,-3.50E-01,1.4502,,,89.95,,,234,,,5696,156,-148,1.261,0.482,-0.28,0.959,0.154,-0.084
6213,4813750,K05088.01,,CANDIDATE,CANDIDATE,49.1785632,7.43E-04,-7.43E-04,0,,,1.94,9.10E-01,-2.40E-01,0.2402,,,89.95,,,468,,,5674,181,-148,0.839,0.394,-0.102,0.764,0.129,-0.048
6217,4833409,K05092.01,,CANDIDATE,CANDIDATE,271.790292,2.99E-03,-2.99E-03,0,,,2.38,1.32E+00,-4.50E-01,0.8611,,,89.95,,,354,,,6484,167,-223,1.32,0.734,-0.247,1.151,0.278,-0.16
6218,4840327,K05093.01,,CANDIDATE,CANDIDATE,26.73713781,6.07E-07,-6.07E-07,0,,,26.06,8.96E+00,-4.60E+00,0.1651,,,88.81,,,666,,,6068,158,-157,1.021,0.351,-0.18,0.838,0.122,-0.056
6223,4912650,K05098.01,,CANDIDATE,CANDIDATE,100.345386,1.91E-03,-1.91E-03,0,,,1.56,6.80E-01,-1.90E-01,0.3951,,,89.95,,,354,,,5313,180,-144,0.9,0.393,-0.109,0.815,0.126,-0.063
6224,4914221,K05099.01,,CANDIDATE,CANDIDATE,111.187116,2.50E-03,-2.50E-03,0,,,1.51,5.30E-01,-3.90E-01,0.4341,,,89.95,,,440,,,5806,155,-142,1.281,0.456,-0.331,0.881,0.142,-0.069
6226,4915582,K05101.01,,CANDIDATE,CANDIDATE,436.18813,2.55E-02,-2.55E-02,0,,,1.64,7.00E-01,-4.50E-01,1.1232,,,89.95,,,331,,,6499,174,-204,1.497,0.635,-0.414,0.993,0.171,-0.119
6229,4918303,K05104.01,,CANDIDATE,CANDIDATE,21.1579435,3.71E-04,-3.71E-04,0,,,1.63,5.70E-01,-1.50E-01,0.1555,,,88.24,,,682,,,6063,155,-203,1.012,0.357,-0.089,1.117,0.185,-0.147
6232,4940376,K05107.01,,CANDIDATE,CANDIDATE,169.330666,2.48E-03,-2.48E-03,0,,,16.68,1.17E+00,-4.28E+00,0.7343,,,89.95,,,698,,,5106,90,-155,7.052,0.497,-1.811,1.839,0.232,-0.81
6234,4946581,K05109.01,,CANDIDATE,CANDIDATE,28.614371,1.64E-03,-1.64E-03,0,,,0.83,3.70E-01,-7.00E-02,0.175,,,85.94,,,578,,,5977,164,-158,0.842,0.369,-0.073,0.871,0.111,-0.078
6235,4953262,K05110.01,,CANDIDATE,CANDIDATE,105.5901893,8.11E-04,-8.11E-04,0,,,8.1,9.60E-01,-1.24E+00,0.4784,,,89.95,,,709,,,5069,108,-121,4.806,0.565,-0.74,1.307,0.307,-0.367
6240,5016163,K05115.01,,CANDIDATE,CANDIDATE,2.622830256,1.06E-07,-1.06E-07,0,,,73.01,2.70E+01,-7.10E+00,0.0379,,,84.22,,,1404,,,6233,176,-218,0.988,0.365,-0.096,1.054,0.167,-0.133
6242,5027859,K05117.01,,CANDIDATE,CANDIDATE,33.3722677,5.29E-04,-5.29E-04,0,,,2.2,8.70E-01,-1.60E-01,0.1936,,,89.38,,,491,,,5494,182,-147,0.794,0.313,-0.059,0.868,0.096,-0.085
6244,5036052,K05119.01,,CANDIDATE,CANDIDATE,143.163697,2.40E-03,-2.40E-03,0,,,20.03,8.80E-01,-5.29E+00,0.7172,,,89.38,,,741,,,5145,106,-254,7.653,0.334,-2.023,2.394,0.177,-1.089
6246,5039053,K05121.01,,CANDIDATE,CANDIDATE,401.20438,2.20E-02,-2.20E-02,0,,,2.14,7.50E-01,-7.70E-01,1.1888,,,89.95,,,340,,,6079,160,-198,1.912,0.669,-0.685,1.389,0.202,-0.319
6249,5094412,K05124.01,,CANDIDATE,CANDIDATE,276.88125,2.23E-03,-2.23E-03,0,,,6933.48,2.61E+03,-4.94E+02,0.7813,,,86.52,,,239,,,5511,184,-145,0.758,0.285,-0.054,0.828,0.103,-0.082
6251,5110453,K05126.01,,CANDIDATE,CANDIDATE,418.04355,7.73E-03,-7.73E-03,0,,,13.73,1.35E+00,-3.01E+00,1.298,,,89.95,,,463,,,5110,96,-155,5.469,0.539,-1.197,1.668,0.328,-0.644
6252,5113146,K05127.01,,CANDIDATE,CANDIDATE,18.78971153,2.28E-05,-2.28E-05,0,,,44.47,1.79E+01,-5.53E+00,0.1276,,,87.66,,,752,,,6477,193,-185,0.884,0.356,-0.11,0.784,0.075,-0.039
6254,5131276,K05129.01,,CANDIDATE,CANDIDATE,0.668831738,4.17E-06,-4.17E-06,0,,,115.78,7.94E+00,-2.69E+01,0.0156,,,88.81,,,14225,,,3299,115,-87,149.058,10.22,-34.637,1.134,0.248,-0.165
6256,5174677,K05131.01,,CANDIDATE,CANDIDATE,43.55423,4.76E-03,-4.76E-03,0,,,52.62,2.96E+01,-1.10E+01,0.2607,,,88.24,,,688,,,6669,172,-275,1.427,0.803,-0.297,1.251,0.277,-0.218
6257,5179609,K05132.01,,CANDIDATE,CANDIDATE,43.93115026,1.47E-05,-1.47E-05,0,,,73.52,2.94E+01,-3.50E+01,0.306,,,87.09,,,1007,,,4977,97,-164,6.443,2.574,-3.069,1.979,0.397,-0.912
6260,5184144,K05135.01,,CANDIDATE,CANDIDATE,314.765374,5.62E-03,-5.62E-03,0,,,2,4.60E-01,-1.50E-01,0.8508,,,89.95,,,217,,,5228,176,-142,0.755,0.171,-0.057,0.836,0.088,-0.093
6263,5199426,K05138.01,,CANDIDATE,CANDIDATE,78.60435452,5.12E-06,-5.12E-06,0,,,35.74,1.35E+01,-4.21E+00,0.3527,,,89.38,,,438,,,5938,160,-169,0.985,0.371,-0.116,0.947,0.132,-0.101
6267,5255259,K05142.01,,CANDIDATE,CANDIDATE,198.895864,2.94E-03,-2.94E-03,0,,,3.33,1.08E+00,-3.50E-01,0.608,,,89.95,,,264,,,5184,185,-147,0.808,0.264,-0.085,0.756,0.142,-0.057
6274,5283728,K05149.01,,CANDIDATE,CANDIDATE,43.681742,2.15E-03,-2.15E-03,0,,,1.48,6.50E-01,-1.10E-01,0.236,,,89.38,,,475,,,5735,170,-160,0.833,0.365,-0.065,0.915,0.102,-0.092
6280,5374838,K05155.01,,CANDIDATE,CANDIDATE,230.180609,1.04E-03,-1.04E-03,0,,,6.39,2.63E+00,-6.80E-01,0.7395,,,89.95,,,313,,,6085,166,-212,1.007,0.415,-0.107,1.011,0.168,-0.12
6281,5390913,K05156.01,,CANDIDATE,CANDIDATE,1.680254289,1.38E-06,-1.38E-06,0,,,30.88,1.29E+01,-1.00E+01,0.0251,,,49.27,,,1996,,,6423,183,-154,1.246,0.521,-0.405,0.747,0.078,-0.019
6283,5394585,K05158.01,,CANDIDATE,CANDIDATE,151.13008,1.07E-02,-1.07E-02,0,,,4.41,1.27E+00,-1.78E+00,0.614,,,89.95,,,578,,,6768,178,-225,2.302,0.664,-0.927,1.349,0.268,-0.285
6289,5436455,K05164.01,,CANDIDATE,CANDIDATE,209.967521,3.01E-03,-3.01E-03,0,,,1.16,5.50E-01,-1.10E-01,0.7116,,,89.95,,,344,,,6437,148,-198,1.042,0.5,-0.096,1.085,0.213,-0.128
6294,5443320,K05169.01,,CANDIDATE,CANDIDATE,21.3683928,1.18E-04,-1.18E-04,0,,,2.08,9.50E-01,-2.30E-01,0.1362,,,89.95,,,551,,,5204,170,-141,0.786,0.36,-0.086,0.736,0.149,-0.055
6301,5529385,K05176.01,,CANDIDATE,CANDIDATE,215.732414,5.77E-03,-5.77E-03,0,,,1.26,5.50E-01,-1.50E-01,0.6553,,,89.95,,,292,,,5790,164,-135,0.856,0.379,-0.097,0.804,0.117,-0.055
6303,5551240,K05178.01,,CANDIDATE,CANDIDATE,4.13962966,2.85E-05,-2.85E-05,0,,,1.23,7.00E-01,-1.40E-01,0.0534,,,89.38,,,1339,,,6517,173,-231,1.159,0.658,-0.13,1.181,0.267,-0.166
6304,5563057,K05179.01,,CANDIDATE,CANDIDATE,1.04951083,1.35E-05,-1.35E-05,0,,,0.87,5.30E-01,-1.60E-01,0.023,,,68.75,,,2809,,,7479,239,-315,1.667,1.029,-0.301,1.469,0.317,-0.272
6317,5697395,K05192.01,,CANDIDATE,CANDIDATE,50.55398,1.39E-03,-1.39E-03,0,,,0.94,1.30E-01,-8.00E-02,0.2377,,,89.95,,,367,,,4895,149,-129,0.687,0.09,-0.057,0.698,0.091,-0.058
6321,5734702,K05196.01,,CANDIDATE,CANDIDATE,392.473443,4.40E-03,-4.40E-03,0,,,2.41,1.16E+00,-2.60E-01,1.1002,,,89.95,,,297,,,6640,142,-216,1.13,0.543,-0.123,1.149,0.224,-0.156
6327,5793275,K05202.01,,CANDIDATE,CANDIDATE,535.93723,2.77E-02,-2.77E-02,0,,,1.83,7.80E-01,-1.60E-01,1.3107,,,89.95,,,227,,,6014,157,-190,0.958,0.406,-0.084,1.043,0.17,-0.129
6330,5857656,K05205.01,,CANDIDATE,CANDIDATE,313.051405,2.14E-03,-2.14E-03,0,,,2.91,1.80E+00,-4.10E-01,0.9249,,,89.95,,,310,,,6218,147,-187,1.185,0.735,-0.167,1.072,0.285,-0.111
6331,5858519,K05206.01,,CANDIDATE,CANDIDATE,4.182361819,1.69E-06,-1.69E-06,0,,,63.79,3.10E+01,-9.79E+00,0.0512,,,83.65,,,1303,,,6188,185,-232,1.166,0.566,-0.179,1.02,0.217,-0.118
6332,5859725,K05207.01,,CANDIDATE,CANDIDATE,18.9822165,3.18E-04,-3.18E-04,0,,,0.65,2.90E-01,-7.00E-02,0.1288,,,87.66,,,651,,,5830,163,-137,0.825,0.375,-0.084,0.79,0.108,-0.052
6336,5946568,K05211.01,,CANDIDATE,CANDIDATE,3.56448897,3.98E-05,-3.98E-05,0,,,0.57,2.10E-01,-4.00E-02,0.044,,,89.38,,,1038,,,5461,154,-139,0.817,0.291,-0.061,0.894,0.08,-0.085
6341,5965629,K05216.01,,CANDIDATE,CANDIDATE,377.311149,7.30E-03,-7.30E-03,0,,,2.56,1.08E+00,-2.10E-01,1.0168,,,89.95,,,243,,,5897,169,-179,0.891,0.378,-0.071,0.983,0.114,-0.118
6344,5981058,K05219.01,,CANDIDATE,CANDIDATE,27.765318,1.67E-03,-1.67E-03,0,,,0.85,1.80E-01,-8.00E-02,0.1568,,,88.24,,,509,,,5457,199,-165,0.701,0.154,-0.065,0.667,0.1,-0.031
6345,5986270,K05220.01,,CANDIDATE,CANDIDATE,1.534680255,1.60E-06,-1.60E-06,0,,,31.85,8.60E+00,-1.61E+01,0.0344,,,89.95,,,4592,,,4961,116,-161,15.15,4.09,-7.661,2.309,0.65,-1.328
6348,6023571,K05223.01,,CANDIDATE,CANDIDATE,354.21154,1.08E-02,-1.08E-02,0,,,8.41,4.56E+00,-1.97E+00,1.0491,,,89.95,,,363,,,4842,111,-103,3.035,1.644,-0.711,1.227,0.298,-0.238
6349,6025174,K05224.01,,CANDIDATE,CANDIDATE,171.030621,4.37E-03,-4.37E-03,0,,,2.39,8.70E-01,-3.30E-01,0.5974,,,89.95,,,358,,,6054,159,-188,1.074,0.389,-0.151,0.971,0.142,-0.112
6353,6036286,K05228.01,,CANDIDATE,CANDIDATE,546.53309,4.25E-02,-4.25E-02,0,,,1.03,1.70E-01,-1.50E-01,0.9386,,,89.95,,,94,,,3434,72,-73,0.36,0.06,-0.05,0.368,0.07,-0.05
6355,6043490,K05230.01,,CANDIDATE,CANDIDATE,330.738115,8.04E-03,-8.04E-03,0,,,4.42,2.08E+00,-2.36E+00,1.0084,,,89.95,,,375,,,5458,176,-191,2.453,1.154,-1.308,1.248,0.318,-0.346
6356,6045404,K05231.01,,CANDIDATE,CANDIDATE,78.876125,2.09E-03,-2.09E-03,0,,,2.03,8.40E-01,-1.90E-01,0.3616,,,89.95,,,427,,,6046,177,-213,0.927,0.384,-0.084,1.011,0.134,-0.132
6361,6067545,K05236.01,,CANDIDATE,CANDIDATE,550.859839,8.21E-03,-8.21E-03,0,,,1.98,9.80E-01,-1.80E-01,1.3554,,,89.95,,,240,,,6241,149,-189,1.031,0.516,-0.092,1.088,0.239,-0.13
6362,6115356,K05237.01,,CANDIDATE,CANDIDATE,380.39474,2.23E-02,-2.23E-02,0,,,1.84,8.00E-01,-1.20E-01,0.9626,,,89.95,,,224,,,5772,180,-146,0.745,0.325,-0.047,0.823,0.091,-0.077
6366,6139220,K05241.01,,CANDIDATE,CANDIDATE,273.6858196,5.25E-04,-5.25E-04,0,,,36.49,1.31E+01,-4.82E+00,0.7974,,,89.38,,,299,,,6126,181,-195,0.976,0.35,-0.129,0.9,0.122,-0.089
6368,6145939,K05243.01,,CANDIDATE,CANDIDATE,17.74544499,6.62E-06,-6.62E-06,0,,,115.37,3.32E+01,-5.23E+01,0.1416,,,88.24,,,1106,,,6337,198,-233,2.216,0.637,-1.004,1.2,0.282,-0.264
6370,6184894,K05245.01,,CANDIDATE,CANDIDATE,7.20283653,8.77E-05,-8.77E-05,0,,,3.15,7.50E-01,-3.10E-01,0.0643,,,89.38,,,794,,,5388,175,-142,0.717,0.172,-0.069,0.681,0.117,-0.035
6372,6197658,K05247.01,,CANDIDATE,CANDIDATE,282.0309,1.42E-01,-1.42E-01,0,,,3.22,2.21E+00,-3.50E-01,0.8986,,,89.95,,,315,,,6343,153,-247,1.137,0.781,-0.123,1.213,0.266,-0.199
6373,6198670,K05248.01,,CANDIDATE,CANDIDATE,179.25465,2.29E-02,-2.29E-02,0,,,1.35,6.30E-01,-1.50E-01,0.5702,,,89.95,,,301,,,5692,181,-148,0.82,0.383,-0.09,0.77,0.123,-0.05
6374,6203955,K05249.01,,CANDIDATE,CANDIDATE,19.4533638,3.52E-04,-3.52E-04,0,,,1.29,5.70E-01,-1.30E-01,0.1447,,,89.95,,,744,,,6372,184,-251,1.015,0.441,-0.103,1.066,0.194,-0.139
6379,6266866,K05254.01,,CANDIDATE,CANDIDATE,232.916142,4.62E-03,-4.62E-03,0,,,1.2,5.30E-01,-3.40E-01,0.7527,,,89.95,,,361,,,5807,147,-155,1.496,0.657,-0.425,1.046,0.252,-0.134
6380,6277594,K05255.01,,CANDIDATE,CANDIDATE,3.66069305,9.47E-05,-9.47E-05,0,,,0.55,2.80E-01,-6.00E-02,0.0475,,,83.65,,,1350,,,6354,151,-198,1.102,0.565,-0.119,1.058,0.241,-0.103
6392,6350031,K05267.01,,CANDIDATE,CANDIDATE,5.1778476,6.26E-04,-6.26E-04,0,,,1.41,7.70E-01,-2.30E-01,0.0596,,,88.81,,,1261,,,6302,184,-241,1.226,0.66,-0.206,1.049,0.26,-0.118
6394,6359929,K05269.01,,CANDIDATE,CANDIDATE,371.50631,1.17E-02,-1.17E-02,0,,,2.88,1.17E+00,-2.60E-01,0.9999,,,89.95,,,242,,,5696,166,-162,0.924,0.376,-0.082,0.965,0.11,-0.094
6399,6366559,K05274.01,,CANDIDATE,CANDIDATE,55.7584322,5.67E-04,-5.67E-04,0,,,3.13,1.51E+00,-1.43E+00,0.3017,,,89.95,,,694,,,5376,174,-186,2.581,1.245,-1.181,1.177,0.292,-0.291
6400,6367663,K05275.01,,CANDIDATE,CANDIDATE,3.781232,1.39E-03,-1.39E-03,0,,,1.11,4.10E-01,-2.20E-01,0.0468,,,85.37,,,1421,,,6318,197,-231,1.216,0.446,-0.238,0.951,0.154,-0.107
6403,6372194,K05278.01,,CANDIDATE,CANDIDATE,281.59155,7.63E-04,-7.63E-04,0,,,7.55,1.66E+00,-5.60E-01,0.7788,,,89.95,,,225,,,5314,222,-165,0.719,0.158,-0.054,0.798,0.096,-0.09
6404,6387557,K05279.01,,CANDIDATE,CANDIDATE,103.722779,2.11E-03,-2.11E-03,0,,,1.54,6.80E-01,-1.30E-01,0.4156,,,89.95,,,359,,,5721,167,-146,0.841,0.372,-0.073,0.888,0.109,-0.082
6406,6425377,K05281.01,,CANDIDATE,CANDIDATE,263.90141,3.52E-03,-3.52E-03,0,,,23.91,2.04E+00,-6.05E+00,0.9983,,,89.95,,,562,,,5094,80,-170,6.247,0.531,-1.582,1.902,0.274,-0.841
6408,6442735,K05283.01,,CANDIDATE,CANDIDATE,18.7821603,4.06E-04,-4.06E-04,0,,,0.83,3.40E-01,-8.00E-02,0.138,,,89.38,,,681,,,5919,156,-167,0.94,0.386,-0.087,0.991,0.128,-0.118
6409,6443093,K05284.01,,CANDIDATE,CANDIDATE,389.311179,2.06E-03,-2.06E-03,0,,,6.42,2.50E+00,-7.20E-01,1.0162,,,89.95,,,245,,,5731,161,-153,0.958,0.373,-0.108,0.921,0.115,-0.081
6412,6509282,K05287.01,,CANDIDATE,CANDIDATE,3.98914472,1.90E-05,-1.90E-05,0,,,28.29,1.42E+00,-1.24E+01,0.0725,,,89.95,,,3294,,,4998,107,-270,16.187,0.808,-7.087,3.192,0.141,-2.163
6413,6511182,K05288.01,,CANDIDATE,CANDIDATE,29.5632444,2.21E-04,-2.21E-04,0,,,1.96,8.30E-01,-1.50E-01,0.1816,,,89.95,,,528,,,5601,162,-146,0.83,0.352,-0.064,0.911,0.092,-0.087
6415,6517200,K05290.01,,CANDIDATE,CANDIDATE,435.50635,3.90E-02,-3.90E-02,0,,,2.06,7.20E-01,-1.50E-01,1.1173,,,89.95,,,225,,,5750,161,-164,0.882,0.308,-0.066,0.98,0.088,-0.109
6421,6527229,K05296.01,,CANDIDATE,CANDIDATE,200.7997776,7.55E-05,-7.55E-05,0,,,48.6,1.85E+01,-4.03E+00,0.6734,,,89.95,,,303,,,5896,187,-197,0.916,0.349,-0.076,1.008,0.114,-0.121
6422,6543192,K05297.01,,CANDIDATE,CANDIDATE,8.0907675,1.17E-04,-1.17E-04,0,,,0.9,3.30E-01,-9.00E-02,0.0769,,,88.81,,,846,,,5533,158,-142,0.924,0.346,-0.087,0.926,0.089,-0.07
6423,6543674,K05298.01,,CANDIDATE,CANDIDATE,1.195515508,9.60E-08,-9.60E-08,0,,,160.98,5.52E+01,-7.79E+01,0.0231,,,82.51,,,2641,,,6047,206,-198,2.264,0.777,-1.096,1.15,0.282,-0.274
6425,6594945,K05300.01,,CANDIDATE,CANDIDATE,188.965804,9.97E-03,-9.97E-03,0,,,1.41,8.00E-01,-2.10E-01,0.6591,,,89.95,,,380,,,6391,151,-204,1.196,0.687,-0.171,1.065,0.276,-0.105
6433,6634112,K05308.01,,CANDIDATE,CANDIDATE,9.942229886,7.61E-07,-7.61E-07,0,,,21.86,2.03E+01,-2.49E+00,0.0831,,,88.24,,,740,,,5268,172,-147,0.843,0.781,-0.096,0.775,0.158,-0.059
6435,6675757,K05310.01,,CANDIDATE,CANDIDATE,22.2902967,1.93E-04,-1.93E-04,0,,,0.96,4.70E-01,-1.20E-01,0.1404,,,89.95,,,612,,,5696,177,-141,0.833,0.406,-0.105,0.742,0.128,-0.039
6442,6699562,K05317.01,,CANDIDATE,CANDIDATE,46.27052429,2.38E-06,-2.38E-06,0,,,180.46,9.18E+01,-1.88E+01,0.2574,,,87.09,,,573,,,6354,157,-207,1.075,0.547,-0.112,1.054,0.232,-0.111
6446,6721603,K05321.01,,CANDIDATE,CANDIDATE,215.63283,1.59E-02,-1.59E-02,0,,,2.02,9.30E-01,-6.40E-01,0.7111,,,89.38,,,404,,,6163,194,-221,1.568,0.725,-0.494,1.03,0.249,-0.147
